MedicationSalesKey,MedicationSalesID,Date_Sold,Med_name,Med_class,Quantity_Sold,Price,DateKey,CountryCode,CountryKey,CountryName,GlobalRegion,CurrencyCode,MentalHealthMedicationFlag,TherapeuticClass,MedicationName,MedicationKey,ClientCompanyKey,ClientCompanyName,IndustrySectorName,MedicationSalesAmountLocal,MedicationSalesAmountZAR,PrescriptionRequiredFlag,TreatmentType,LoadDTS
172,MEDSALE000000172,2021-08-13,Triamterene Capsule (50 mg), Potassium-Sparing Diuretic,77,35.7,20210813,UK,3,United Kingdom,Europe,GBP,0, Potassium-Sparing Diuretic,Triamterene Capsule,116,11,UK Financial Services Employer,Financial Services,2748.9,64599.15,0,General Healthcare Medication,2026-05-26 09:14:55
173,MEDSALE000000173,2023-02-18,Nebivolol Tablet (5 mg), Beta-Blocker,4,95.2,20230218,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Nebivolol Tablet,81,6,South African Public Sector Employer,Public Sector,380.8,380.8,0,General Healthcare Medication,2026-05-26 09:14:55
174,MEDSALE000000174,2022-02-10,Meloxicam Tablet (15 mg), Nonsteroidal Anti-Inflammatory Drug,20,56.5,20220210,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Meloxicam Tablet,27,9,US Financial Services Employer,Financial Services,1130.0,20905.0,0,General Healthcare Medication,2026-05-26 09:14:55
175,MEDSALE000000175,2020-12-05,Minoxidil Topical Solution (2%), Vasodilator,16,90.4,20201205,US,1,United States,North America,USD,0, Vasodilator,Minoxidil Topical Solution,117,9,US Financial Services Employer,Financial Services,1446.4,26758.4,0,General Healthcare Medication,2026-05-26 09:14:55
176,MEDSALE000000176,2021-12-01,Nebivolol Tablet (5 mg), Beta-Blocker,73,19.7,20211201,AU,4,Australia,Asia-Pacific,AUD,0, Beta-Blocker,Nebivolol Tablet,81,12,Australian Mining Employer,Mining,1438.1,17544.82,0,General Healthcare Medication,2026-05-26 09:14:55
177,MEDSALE000000177,2019-04-30,Salicylic Acid Topical Cream (3%), Keratolytic,68,94.4,20190430,ZA,2,South Africa,Africa,ZAR,0, Keratolytic,Salicylic Acid Topical Cream,118,5,Sasol,Energy,6419.2,6419.2,0,General Healthcare Medication,2026-05-26 09:14:55
178,MEDSALE000000178,2019-04-22,Triamcinolone Topical Ointment (0.1%), Corticosteroid,28,22.6,20190422,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Topical Ointment,20,16,Global Logistics Employer,Logistics and Supply Chain,632.8,11706.8,0,General Healthcare Medication,2026-05-26 09:14:55
179,MEDSALE000000179,2022-05-23,Desoximetasone Topical Cream (0.25%), Mid-Potency Corticosteroid,73,65.8,20220523,ZA,2,South Africa,Africa,ZAR,0, Mid-Potency Corticosteroid,Desoximetasone Topical Cream,8,3,Vodacom,Telecommunications,4803.4,4803.4,0,General Healthcare Medication,2026-05-26 09:14:55
180,MEDSALE000000180,2018-11-11,Tamsulosin Tablet (0.2 mg), Alpha-Blocker,49,82.4,20181111,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Tablet,42,7,US Technology Employer,Technology,4037.6,74695.6,0,General Healthcare Medication,2026-05-26 09:14:55
181,MEDSALE000000181,2022-06-28,L,"Arginine Tablet (1,000 mg) - Amino Acid Supplement",48,81.1,20220628,AU,4,Australia,Asia-Pacific,AUD,0,"Arginine Tablet (1,000 mg) - Amino Acid Supplement",L,119,12,Australian Mining Employer,Mining,3892.8,47492.16,0,General Healthcare Medication,2026-05-26 09:14:55
182,MEDSALE000000182,2023-10-18,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,8,34.3,20231018,US,1,United States,North America,USD,0, Alpha-2 Agonist,Clonidine Tablet,72,16,Global Logistics Employer,Logistics and Supply Chain,274.4,5076.4,0,General Healthcare Medication,2026-05-26 09:14:55
183,MEDSALE000000183,2021-10-29,Lorazepam Tablet (1 mg), Benzodiazepine,45,6.7,20211029,US,1,United States,North America,USD,1, Benzodiazepine,Lorazepam Tablet,120,8,US Healthcare Employer,Healthcare,301.5,5577.75,1,Mental Health Medication,2026-05-26 09:14:55
184,MEDSALE000000184,2019-12-10,Vardenafil Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,2,66.8,20191210,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,121,1,Standard Bank,Financial Services,133.6,133.6,0,General Healthcare Medication,2026-05-26 09:14:55
185,MEDSALE000000185,2022-03-08,Alprostadil Urethral Suppository (50 mcg), Prostaglandin E1 Analog,94,93.9,20220308,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,122,16,Global Logistics Employer,Logistics and Supply Chain,8826.6,163292.1,0,General Healthcare Medication,2026-05-26 09:14:55
186,MEDSALE000000186,2020-01-01,Tiotropium Inhaler (18 mcg/actuation), Anticholinergic,38,39.4,20200101,ZA,2,South Africa,Africa,ZAR,0, Anticholinergic,Tiotropium Inhaler,11,3,Vodacom,Telecommunications,1497.2,1497.2,0,General Healthcare Medication,2026-05-26 09:14:55
187,MEDSALE000000187,2018-12-03,Clobetasol Topical Cream (0.05%), High-Potency Corticosteroid,88,72.7,20181203,US,1,United States,North America,USD,0, High-Potency Corticosteroid,Clobetasol Topical Cream,60,7,US Technology Employer,Technology,6397.6,118355.6,0,General Healthcare Medication,2026-05-26 09:14:55
188,MEDSALE000000188,2020-06-01,Propranolol Tablet (10 mg), Beta-Blocker,43,64.1,20200601,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Propranolol Tablet,123,4,MTN Group,Telecommunications,2756.3,2756.3,0,General Healthcare Medication,2026-05-26 09:14:55
189,MEDSALE000000189,2019-03-17,Salmeterol Inhaler (50 mcg/actuation), Long-Acting Beta-2 Agonist,20,84.0,20190317,US,1,United States,North America,USD,0, Long-Acting Beta-2 Agonist,Salmeterol Inhaler,36,7,US Technology Employer,Technology,1680.0,31080.0,0,General Healthcare Medication,2026-05-26 09:14:55
190,MEDSALE000000190,2022-12-01,Gabapentin Tablet (300 mg), Anticonvulsant,36,37.6,20221201,US,1,United States,North America,USD,0, Anticonvulsant,Gabapentin Tablet,73,7,US Technology Employer,Technology,1353.6,25041.6,0,General Healthcare Medication,2026-05-26 09:14:55
191,MEDSALE000000191,2022-11-02,Epinephrine Injection (1 mg/mL), Sympathomimetic,70,65.6,20221102,UK,3,United Kingdom,Europe,GBP,0, Sympathomimetic,Epinephrine Injection,55,11,UK Financial Services Employer,Financial Services,4592.0,107912.0,0,General Healthcare Medication,2026-05-26 09:14:55
192,MEDSALE000000192,2022-08-15,Oxazepam Capsule (10 mg), Benzodiazepine,65,0.2,20220815,US,1,United States,North America,USD,1, Benzodiazepine,Oxazepam Capsule,69,7,US Technology Employer,Technology,13.0,240.5,1,Mental Health Medication,2026-05-26 09:14:55
193,MEDSALE000000193,2019-11-27,Levalbuterol Inhaler (45 mcg/actuation), Short-Acting Beta-2 Agonist,35,21.1,20191127,US,1,United States,North America,USD,0, Short-Acting Beta-2 Agonist,Levalbuterol Inhaler,124,8,US Healthcare Employer,Healthcare,738.5,13662.25,0,General Healthcare Medication,2026-05-26 09:14:55
194,MEDSALE000000194,2019-04-21,Clonazepam Tablet (1 mg), Anticonvulsant,99,95.7,20190421,UK,3,United Kingdom,Europe,GBP,0, Anticonvulsant,Clonazepam Tablet,125,11,UK Financial Services Employer,Financial Services,9474.3,222646.05,0,General Healthcare Medication,2026-05-26 09:14:55
195,MEDSALE000000195,2019-08-22,Gabapentin Capsule (300 mg), Anticonvulsant,56,94.2,20190822,CA,5,Canada,North America,CAD,0, Anticonvulsant,Gabapentin Capsule,126,14,Canadian Technology Employer,Technology,5275.2,71742.72,0,General Healthcare Medication,2026-05-26 09:14:55
196,MEDSALE000000196,2023-07-25,Dobutamine Injection (250 mg/mL), Sympathomimetic,47,10.1,20230725,UK,3,United Kingdom,Europe,GBP,0, Sympathomimetic,Dobutamine Injection,127,11,UK Financial Services Employer,Financial Services,474.7,11155.45,0,General Healthcare Medication,2026-05-26 09:14:55
197,MEDSALE000000197,2022-06-30,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,67,97.1,20220630,ZA,2,South Africa,Africa,ZAR,0, Alpha-2 Agonist,Clonidine Tablet,72,5,Sasol,Energy,6505.7,6505.7,0,General Healthcare Medication,2026-05-26 09:14:55
198,MEDSALE000000198,2020-06-27,Albuterol Inhaler (90 mcg/actuation), Short-Acting Beta-2 Agonist,31,73.7,20200627,UK,3,United Kingdom,Europe,GBP,0, Short-Acting Beta-2 Agonist,Albuterol Inhaler,102,10,UK Public Sector Employer,Public Sector,2284.7,53690.45,0,General Healthcare Medication,2026-05-26 09:14:55
199,MEDSALE000000199,2021-08-30,Finasteride Tablet (5 mg), 5-Alpha Reductase Inhibitor,83,23.5,20210830,US,1,United States,North America,USD,0, 5-Alpha Reductase Inhibitor,Finasteride Tablet,21,7,US Technology Employer,Technology,1950.5,36084.25,0,General Healthcare Medication,2026-05-26 09:14:55
200,MEDSALE000000200,2022-01-15,Alprostadil Urethral Suppository (250 mcg), Prostaglandin E1 Analog,60,52.1,20220115,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,128,8,US Healthcare Employer,Healthcare,3126.0,57831.0,0,General Healthcare Medication,2026-05-26 09:14:55
201,MEDSALE000000201,2021-06-29,Minoxidil Topical Solution (5%), Vasodilator,77,99.4,20210629,CA,5,Canada,North America,CAD,0, Vasodilator,Minoxidil Topical Solution,51,14,Canadian Technology Employer,Technology,7653.8,104091.68,0,General Healthcare Medication,2026-05-26 09:14:55
202,MEDSALE000000202,2019-11-21,Nifedipine Topical Ointment (0.2%), Calcium Channel Blocker,91,65.1,20191121,US,1,United States,North America,USD,0, Calcium Channel Blocker,Nifedipine Topical Ointment,101,9,US Financial Services Employer,Financial Services,5924.1,109595.85,0,General Healthcare Medication,2026-05-26 09:14:55
203,MEDSALE000000203,2023-10-19,Meloxicam Tablet (15 mg), Nonsteroidal Anti-Inflammatory Drug,33,6.2,20231019,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Meloxicam Tablet,27,16,Global Logistics Employer,Logistics and Supply Chain,204.6,3785.1,0,General Healthcare Medication,2026-05-26 09:14:55
204,MEDSALE000000204,2020-08-26,Fluticasone Nasal Spray (50 mcg/spray), Intranasal Corticosteroid,21,23.5,20200826,CA,5,Canada,North America,CAD,0, Intranasal Corticosteroid,Fluticasone Nasal Spray,48,14,Canadian Technology Employer,Technology,493.5,6711.6,0,General Healthcare Medication,2026-05-26 09:14:55
205,MEDSALE000000205,2021-10-12,Amlodipine Tablet (5 mg), Calcium Channel Blocker,17,66.3,20211012,CA,5,Canada,North America,CAD,0, Calcium Channel Blocker,Amlodipine Tablet,129,14,Canadian Technology Employer,Technology,1127.1,15328.56,0,General Healthcare Medication,2026-05-26 09:14:55
206,MEDSALE000000206,2022-06-23,Mupirocin Topical Ointment (2%), Antibiotic,18,51.2,20220623,ZA,2,South Africa,Africa,ZAR,0, Antibiotic,Mupirocin Topical Ointment,113,5,Sasol,Energy,921.6,921.6,0,General Healthcare Medication,2026-05-26 09:14:55
207,MEDSALE000000207,2021-11-18,Lamotrigine Tablet (100 mg), Anticonvulsant,4,82.0,20211118,US,1,United States,North America,USD,0, Anticonvulsant,Lamotrigine Tablet,33,8,US Healthcare Employer,Healthcare,328.0,6068.0,0,General Healthcare Medication,2026-05-26 09:14:55
208,MEDSALE000000208,2021-03-08,Permethrin Topical Cream (5%), Scabicide/Pediculicide,39,44.3,20210308,UK,3,United Kingdom,Europe,GBP,0, Scabicide/Pediculicide,Permethrin Topical Cream,111,11,UK Financial Services Employer,Financial Services,1727.7,40600.95,0,General Healthcare Medication,2026-05-26 09:14:55
209,MEDSALE000000209,2021-07-18,Acetaminophen/Codeine Tablet (300/30 mg), Analgesic/Opioid Combination,32,61.9,20210718,US,1,United States,North America,USD,0, Analgesic/Opioid Combination,Acetaminophen/Codeine Tablet,91,16,Global Logistics Employer,Logistics and Supply Chain,1980.8,36644.8,1,General Healthcare Medication,2026-05-26 09:14:55
210,MEDSALE000000210,2022-07-19,Hydroxychloroquine Tablet (200 mg), Disease-Modifying Antirheumatic Drug,52,9.3,20220719,US,1,United States,North America,USD,0, Disease-Modifying Antirheumatic Drug,Hydroxychloroquine Tablet,83,7,US Technology Employer,Technology,483.6,8946.6,0,General Healthcare Medication,2026-05-26 09:14:55
211,MEDSALE000000211,2020-08-09,Clotrimazole Topical Cream (2%), Antifungal,90,38.8,20200809,ZA,2,South Africa,Africa,ZAR,0, Antifungal,Clotrimazole Topical Cream,1,3,Vodacom,Telecommunications,3492.0,3492.0,0,General Healthcare Medication,2026-05-26 09:14:55
212,MEDSALE000000212,2020-07-28,Acetaminophen Tablet (500 mg), Analgesic,56,75.3,20200728,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,130,7,US Technology Employer,Technology,4216.8,78010.8,0,General Healthcare Medication,2026-05-26 09:14:55
213,MEDSALE000000213,2019-04-17,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,37,28.8,20190417,US,1,United States,North America,USD,0, Alpha-2 Agonist,Clonidine Tablet,72,7,US Technology Employer,Technology,1065.6,19713.6,0,General Healthcare Medication,2026-05-26 09:14:55
214,MEDSALE000000214,2021-04-17,Cialis Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,97,19.0,20210417,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet,131,6,South African Public Sector Employer,Public Sector,1843.0,1843.0,0,General Healthcare Medication,2026-05-26 09:14:55
215,MEDSALE000000215,2019-07-01,Propranolol/Hydrochlorothiazide Capsule (40/25 mg), Beta-Blocker/Thiazide Diuretic Combination,76,80.0,20190701,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker/Thiazide Diuretic Combination,Propranolol/Hydrochlorothiazide Capsule,132,5,Sasol,Energy,6080.0,6080.0,0,General Healthcare Medication,2026-05-26 09:14:55
216,MEDSALE000000216,2019-07-02,Phenytoin Capsule (100 mg), Anticonvulsant,2,16.5,20190702,US,1,United States,North America,USD,0, Anticonvulsant,Phenytoin Capsule,133,8,US Healthcare Employer,Healthcare,33.0,610.5,0,General Healthcare Medication,2026-05-26 09:14:55
217,MEDSALE000000217,2022-04-10,Methadone Tablet (10 mg), Opioid Analgesic,19,99.5,20220410,ZA,2,South Africa,Africa,ZAR,0, Opioid Analgesic,Methadone Tablet,53,3,Vodacom,Telecommunications,1890.5,1890.5,1,General Healthcare Medication,2026-05-26 09:14:55
218,MEDSALE000000218,2021-03-08,Timolol Tablet (10 mg), Beta-Blocker,43,53.4,20210308,US,1,United States,North America,USD,0, Beta-Blocker,Timolol Tablet,115,8,US Healthcare Employer,Healthcare,2296.2,42479.7,0,General Healthcare Medication,2026-05-26 09:14:55
219,MEDSALE000000219,2021-11-30,Oxaprozin Tablet (600 mg), Nonsteroidal Anti-Inflammatory Drug,80,84.9,20211130,ZA,2,South Africa,Africa,ZAR,0, Nonsteroidal Anti-Inflammatory Drug,Oxaprozin Tablet,88,2,Discovery Limited,Financial Services,6792.0,6792.0,0,General Healthcare Medication,2026-05-26 09:14:55
220,MEDSALE000000220,2019-09-12,Vardenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,89,71.4,20190912,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet (2,134,7,US Technology Employer,Technology,6354.6,117560.1,0,General Healthcare Medication,2026-05-26 09:14:55
221,MEDSALE000000221,2019-08-18,Buprenorphine/Naloxone Tablet (8/2 mg), Opioid Analgesic/Opioid Antagonist Combination,93,37.7,20190818,US,1,United States,North America,USD,0, Opioid Analgesic/Opioid Antagonist Combination,Buprenorphine/Naloxone Tablet,135,7,US Technology Employer,Technology,3506.1,64862.85,1,General Healthcare Medication,2026-05-26 09:14:55
222,MEDSALE000000222,2020-01-11,Temazepam Capsule (15 mg), Benzodiazepine,40,49.2,20200111,US,1,United States,North America,USD,1, Benzodiazepine,Temazepam Capsule,136,7,US Technology Employer,Technology,1968.0,36408.0,1,Mental Health Medication,2026-05-26 09:14:55
223,MEDSALE000000223,2022-09-03,Anastrozole Tablet (1 mg), Aromatase Inhibitor,94,95.0,20220903,US,1,United States,North America,USD,0, Aromatase Inhibitor,Anastrozole Tablet,19,8,US Healthcare Employer,Healthcare,8930.0,165205.0,0,General Healthcare Medication,2026-05-26 09:14:55
224,MEDSALE000000224,2021-12-27,Vardenafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,53,21.6,20211227,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,137,9,US Financial Services Employer,Financial Services,1144.8,21178.8,0,General Healthcare Medication,2026-05-26 09:14:55
225,MEDSALE000000225,2022-12-04,Beclomethasone Inhaler (100 mcg/actuation), Inhaled Corticosteroid,61,16.5,20221204,AU,4,Australia,Asia-Pacific,AUD,0, Inhaled Corticosteroid,Beclomethasone Inhaler,138,13,Australian Healthcare Employer,Healthcare,1006.5,12279.3,0,General Healthcare Medication,2026-05-26 09:14:55
226,MEDSALE000000226,2023-06-23,Tramadol Tablet (50 mg), Opioid Analgesic,60,76.8,20230623,US,1,United States,North America,USD,0, Opioid Analgesic,Tramadol Tablet,139,7,US Technology Employer,Technology,4608.0,85248.0,1,General Healthcare Medication,2026-05-26 09:14:55
227,MEDSALE000000227,2022-05-17,Carvedilol Tablet (12, Beta-Blocker,22,12.7,20220517,US,1,United States,North America,USD,0, Beta-Blocker,Carvedilol Tablet (12,140,7,US Technology Employer,Technology,279.4,5168.9,0,General Healthcare Medication,2026-05-26 09:14:55
228,MEDSALE000000228,2019-12-23,Prednisolone Tablet (5 mg), Corticosteroid,76,14.2,20191223,US,1,United States,North America,USD,0, Corticosteroid,Prednisolone Tablet,76,16,Global Logistics Employer,Logistics and Supply Chain,1079.2,19965.2,0,General Healthcare Medication,2026-05-26 09:14:55
229,MEDSALE000000229,2019-08-18,Bisoprolol Tablet (5 mg), Beta-Blocker,23,50.1,20190818,US,1,United States,North America,USD,0, Beta-Blocker,Bisoprolol Tablet,141,7,US Technology Employer,Technology,1152.3,21317.55,0,General Healthcare Medication,2026-05-26 09:14:55
230,MEDSALE000000230,2020-07-01,Minoxidil Topical Solution (5%), Vasodilator,57,1.7,20200701,ZA,2,South Africa,Africa,ZAR,0, Vasodilator,Minoxidil Topical Solution,51,6,South African Public Sector Employer,Public Sector,96.9,96.9,0,General Healthcare Medication,2026-05-26 09:14:55
231,MEDSALE000000231,2022-09-26,Estradiol Tablet (2 mg), Estrogen Hormone,74,69.8,20220926,UK,3,United Kingdom,Europe,GBP,0, Estrogen Hormone,Estradiol Tablet,57,10,UK Public Sector Employer,Public Sector,5165.2,121382.2,0,General Healthcare Medication,2026-05-26 09:14:55
232,MEDSALE000000232,2018-10-27,Adapalene/Benzoyl Peroxide Topical Gel (0.1/2.5%), Retinoid/Acne Treatment Combination,78,38.9,20181027,US,1,United States,North America,USD,0, Retinoid/Acne Treatment Combination,Adapalene/Benzoyl Peroxide Topical Gel,30,16,Global Logistics Employer,Logistics and Supply Chain,3034.2,56132.7,0,General Healthcare Medication,2026-05-26 09:14:55
233,MEDSALE000000233,2019-09-15,Etodolac Tablet (400 mg), Nonsteroidal Anti-Inflammatory Drug,25,91.2,20190915,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Etodolac Tablet,142,16,Global Logistics Employer,Logistics and Supply Chain,2280.0,42180.0,0,General Healthcare Medication,2026-05-26 09:14:55
234,MEDSALE000000234,2023-02-03,Captopril Tablet (25 mg), ACE Inhibitor,42,98.7,20230203,US,1,United States,North America,USD,0, ACE Inhibitor,Captopril Tablet,143,7,US Technology Employer,Technology,4145.4,76689.9,0,General Healthcare Medication,2026-05-26 09:14:55
235,MEDSALE000000235,2021-04-20,Diltiazem Tablet (60 mg), Calcium Channel Blocker,35,50.9,20210420,US,1,United States,North America,USD,0, Calcium Channel Blocker,Diltiazem Tablet,144,9,US Financial Services Employer,Financial Services,1781.5,32957.75,0,General Healthcare Medication,2026-05-26 09:14:55
236,MEDSALE000000236,2022-02-25,Cialis Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,92,93.6,20220225,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet,131,4,MTN Group,Telecommunications,8611.2,8611.2,0,General Healthcare Medication,2026-05-26 09:14:55
237,MEDSALE000000237,2021-01-31,Etodolac Tablet (400 mg), Nonsteroidal Anti-Inflammatory Drug,98,88.2,20210131,AU,4,Australia,Asia-Pacific,AUD,0, Nonsteroidal Anti-Inflammatory Drug,Etodolac Tablet,142,12,Australian Mining Employer,Mining,8643.6,105451.92,0,General Healthcare Medication,2026-05-26 09:14:55
238,MEDSALE000000238,2021-12-09,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,85,34.7,20211209,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,8,US Healthcare Employer,Healthcare,2949.5,54565.75,0,General Healthcare Medication,2026-05-26 09:14:55
239,MEDSALE000000239,2023-03-26,Gabapentin Tablet (300 mg), Anticonvulsant,7,12.0,20230326,US,1,United States,North America,USD,0, Anticonvulsant,Gabapentin Tablet,73,8,US Healthcare Employer,Healthcare,84.0,1554.0,0,General Healthcare Medication,2026-05-26 09:14:55
240,MEDSALE000000240,2020-05-14,Sildenafil Tablet (25 mg), Phosphodiesterase Type 5 Inhibitor,93,32.2,20200514,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,98,1,Standard Bank,Financial Services,2994.6,2994.6,0,General Healthcare Medication,2026-05-26 09:14:55
241,MEDSALE000000241,2019-06-06,Nabumetone Tablet (500 mg), Nonsteroidal Anti-Inflammatory Drug,1,75.5,20190606,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Nabumetone Tablet,109,9,US Financial Services Employer,Financial Services,75.5,1396.75,0,General Healthcare Medication,2026-05-26 09:14:55
242,MEDSALE000000242,2021-07-21,Enalapril/Hydrochlorothiazide Tablet (20/12, ACE Inhibitor/Thiazide Diuretic Combination,50,16.2,20210721,US,1,United States,North America,USD,0, ACE Inhibitor/Thiazide Diuretic Combination,Enalapril/Hydrochlorothiazide Tablet (20/12,145,7,US Technology Employer,Technology,810.0,14985.0,0,General Healthcare Medication,2026-05-26 09:14:55
243,MEDSALE000000243,2020-07-19,Prazosin Capsule (1 mg), Alpha-Blocker,74,19.0,20200719,US,1,United States,North America,USD,0, Alpha-Blocker,Prazosin Capsule,40,16,Global Logistics Employer,Logistics and Supply Chain,1406.0,26011.0,0,General Healthcare Medication,2026-05-26 09:14:55
244,MEDSALE000000244,2021-08-02,Methadone Tablet (10 mg), Opioid Analgesic,43,63.7,20210802,US,1,United States,North America,USD,0, Opioid Analgesic,Methadone Tablet,53,8,US Healthcare Employer,Healthcare,2739.1,50673.35,1,General Healthcare Medication,2026-05-26 09:14:55
245,MEDSALE000000245,2019-04-22,Acetaminophen Tablet (325 mg), Analgesic,24,29.8,20190422,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,146,7,US Technology Employer,Technology,715.2,13231.2,0,General Healthcare Medication,2026-05-26 09:14:55
246,MEDSALE000000246,2020-08-16,Medroxyprogesterone Tablet (2, Progestin Hormone,27,79.9,20200816,US,1,United States,North America,USD,0, Progestin Hormone,Medroxyprogesterone Tablet (2,147,8,US Healthcare Employer,Healthcare,2157.3,39910.05,0,General Healthcare Medication,2026-05-26 09:14:55
247,MEDSALE000000247,2019-12-23,Morphine Tablet (15 mg), Opioid Analgesic,27,77.3,20191223,UK,3,United Kingdom,Europe,GBP,0, Opioid Analgesic,Morphine Tablet,52,10,UK Public Sector Employer,Public Sector,2087.1,49046.85,1,General Healthcare Medication,2026-05-26 09:14:55
248,MEDSALE000000248,2020-05-09,Fulvestrant Injection (250 mg/mL), Selective Estrogen Receptor Downregulator,76,14.0,20200509,US,1,United States,North America,USD,0, Selective Estrogen Receptor Downregulator,Fulvestrant Injection,148,7,US Technology Employer,Technology,1064.0,19684.0,0,General Healthcare Medication,2026-05-26 09:14:55
249,MEDSALE000000249,2020-04-06,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,71,17.6,20200406,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,9,US Financial Services Employer,Financial Services,1249.6,23117.6,0,General Healthcare Medication,2026-05-26 09:14:55
250,MEDSALE000000250,2020-07-31,Dutasteride Capsule (0.5 mg), 5-Alpha Reductase Inhibitor,15,93.9,20200731,US,1,United States,North America,USD,0, 5-Alpha Reductase Inhibitor,Dutasteride Capsule,31,16,Global Logistics Employer,Logistics and Supply Chain,1408.5,26057.25,0,General Healthcare Medication,2026-05-26 09:14:55
251,MEDSALE000000251,2023-04-08,Fentanyl Patch (25 mcg/h), Opioid Analgesic,70,9.8,20230408,ZA,2,South Africa,Africa,ZAR,0, Opioid Analgesic,Fentanyl Patch,26,5,Sasol,Energy,686.0,686.0,1,General Healthcare Medication,2026-05-26 09:14:55
252,MEDSALE000000252,2021-12-25,Phentolamine Injection (1 mg/mL), Alpha-Blocker,12,32.0,20211225,ZA,2,South Africa,Africa,ZAR,0, Alpha-Blocker,Phentolamine Injection,149,4,MTN Group,Telecommunications,384.0,384.0,0,General Healthcare Medication,2026-05-26 09:14:55
253,MEDSALE000000253,2020-04-10,Methotrexate Tablet (2, Antimetabolite,22,13.5,20200410,US,1,United States,North America,USD,0, Antimetabolite,Methotrexate Tablet (2,106,8,US Healthcare Employer,Healthcare,297.0,5494.5,0,General Healthcare Medication,2026-05-26 09:14:55
254,MEDSALE000000254,2022-07-28,Medroxyprogesterone Tablet (2, Progestin Hormone,20,80.6,20220728,ZA,2,South Africa,Africa,ZAR,0, Progestin Hormone,Medroxyprogesterone Tablet (2,147,2,Discovery Limited,Financial Services,1612.0,1612.0,0,General Healthcare Medication,2026-05-26 09:14:55
255,MEDSALE000000255,2019-06-30,Methadone Tablet (10 mg), Opioid Analgesic,45,53.5,20190630,AU,4,Australia,Asia-Pacific,AUD,0, Opioid Analgesic,Methadone Tablet,53,13,Australian Healthcare Employer,Healthcare,2407.5,29371.5,1,General Healthcare Medication,2026-05-26 09:14:55
256,MEDSALE000000256,2021-12-25,Dutasteride Capsule (0.5 mg), 5-Alpha Reductase Inhibitor,100,96.5,20211225,ZA,2,South Africa,Africa,ZAR,0, 5-Alpha Reductase Inhibitor,Dutasteride Capsule,31,2,Discovery Limited,Financial Services,9650.0,9650.0,0,General Healthcare Medication,2026-05-26 09:14:55
257,MEDSALE000000257,2019-06-27,Naproxen Tablet (250 mg), Nonsteroidal Anti-Inflammatory Drug,81,44.1,20190627,CA,5,Canada,North America,CAD,0, Nonsteroidal Anti-Inflammatory Drug,Naproxen Tablet,90,14,Canadian Technology Employer,Technology,3572.1,48580.56,0,General Healthcare Medication,2026-05-26 09:14:55
258,MEDSALE000000258,2023-01-10,Ketoconazole Topical Cream (2%), Antifungal,10,98.3,20230110,UK,3,United Kingdom,Europe,GBP,0, Antifungal,Ketoconazole Topical Cream,150,10,UK Public Sector Employer,Public Sector,983.0,23100.5,0,General Healthcare Medication,2026-05-26 09:14:55
259,MEDSALE000000259,2020-07-15,Spironolactone Tablet (25 mg), Potassium-Sparing Diuretic,69,71.8,20200715,US,1,United States,North America,USD,0, Potassium-Sparing Diuretic,Spironolactone Tablet,151,7,US Technology Employer,Technology,4954.2,91652.7,0,General Healthcare Medication,2026-05-26 09:14:55
