ConsentKey,EmployeeNaturalKey,CountryCode,ConsentType,ConsentStatus,ConsentChannel,EffectiveFromDate,EffectiveToDate,IsCurrent,ChangeReason,HashValue
472,EMP0000819520,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,15585531351285612130
473,EMP0000819520,US,Marketing,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,10510093170998901616
474,EMP0000819520,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,5208520736586381980
475,EMP0000819520,US,Data Sharing,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,13651853806361994943
476,EMP0000418479,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8474994294281062780
477,EMP0000418479,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,17071681771640478670
478,EMP0000418479,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,153856993272637026
479,EMP0000418479,US,Research,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,12348517947304641097
480,EMP0000418479,US,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,2108983040164923905
481,EMP0000465471,UK,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,14485160505670110079
482,EMP0000465471,UK,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,13458528767285979805
483,EMP0000465471,UK,Marketing,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,13460417408128234171
484,EMP0000465471,UK,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,6891516166833026975
485,EMP0000465471,UK,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8445299642977764042
486,EMP0000711350,CA,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16507576369893663757
487,EMP0000711350,CA,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,11038538095776195431
488,EMP0000711350,CA,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,15538136972558105198
489,EMP0000711350,CA,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,11070613488159143996
490,EMP0000711350,CA,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,14831743533826894650
491,EMP0000065222,UK,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,8186575432061204804
492,EMP0000065222,UK,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,3925552923871140550
493,EMP0000065222,UK,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17052458188244960247
494,EMP0000065222,UK,Research,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,3450365797416672891
495,EMP0000065222,UK,Data Sharing,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10064806931677089588
496,EMP0000696229,AU,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,14697397273756597842
497,EMP0000696229,AU,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16922636110469612583
498,EMP0000696229,AU,Marketing,Declined,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,15728529261900592285
499,EMP0000696229,AU,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15071395894883329652
500,EMP0000696229,AU,Data Sharing,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,5405510486711037030
